topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19
11468.0,8824.0,7650.0,10205.0,13049.0,10695.0,4628.0,9857.0,10762.0,8677.0,7624.0,7879.0,7956.0,12153.0,9667.0,8622.0,12728.0,6444.0,8029.0,6896.0
